#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P31809	uniprotkb:P11224	intact:EBI-8663470|uniprotkb:Q61353|intact:MINT-4590618|dip:DIP-61461N|uniprotkb:Q61350	intact:EBI-16196052|uniprotkb:O39227	psi-mi:ceam1_mouse(display_long)|uniprotkb:Ceacam1(gene name)|psi-mi:Ceacam1(display_short)|uniprotkb:Bgp(gene name synonym)|uniprotkb:Bgp1(gene name synonym)|uniprotkb:Biliary glycoprotein 1(gene name synonym)|uniprotkb:Murine hepatitis virus receptor(gene name synonym)|uniprotkb:MHVR1(gene name synonym)|uniprotkb:Biliary glycoprotein D(gene name synonym)	psi-mi:spike_cvma5(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:3(orf name)	psi-mi:"MI:1247"(microscale thermophoresis)	Walls et al. (2016)	pubmed:26855426|doi:10.1038/nature16988|imex:IM-25366	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:11142(cvma5)|taxid:11142("Murine coronavirus (strain A59)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(DIP)	intact:EBI-16196079|imex:IM-25366-1|dip:DIP-200979E	intact-miscore:0.44
uniprotkb:P0DTD3	uniprotkb:Q6NXT6	intact:EBI-25475917	intact:EBI-11126842|uniprotkb:Q9NZK9|uniprotkb:Q8N2S3	psi-mi:y14_sars2(display_long)|uniprotkb:ORF14(orf name)	psi-mi:tapt1_human(display_long)|uniprotkb:TAPT1(gene name)|psi-mi:TAPT1(display_short)|uniprotkb:CMVFR(gene name synonym)|uniprotkb:Cytomegalovirus partial fusion receptor(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:32353859|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491532|imex:IM-27814-53	intact-miscore:0.35
uniprotkb:P0DTD3	uniprotkb:Q6NXT4	intact:EBI-25475917	intact:EBI-2849005|uniprotkb:Q96NC3|uniprotkb:A5YM45|uniprotkb:Q8N5C9|uniprotkb:B7Z901	psi-mi:y14_sars2(display_long)|uniprotkb:ORF14(orf name)	psi-mi:znt6_human(display_long)|uniprotkb:SLC30A6(gene name)|psi-mi:SLC30A6(display_short)|uniprotkb:ZNT6(gene name synonym)|uniprotkb:Solute carrier family 30 member 6(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:32353859|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491532|imex:IM-27814-53	intact-miscore:0.35
uniprotkb:P0DTD3	uniprotkb:Q5BJF2	intact:EBI-25475917	intact:EBI-12111910|uniprotkb:B4DS02|uniprotkb:Q07823	psi-mi:y14_sars2(display_long)|uniprotkb:ORF14(orf name)	psi-mi:sgmr2_human(display_long)|uniprotkb:TMEM97(gene name)|psi-mi:TMEM97(display_short)|uniprotkb:MAC30(gene name synonym)|uniprotkb:Meningioma-associated protein 30(gene name synonym)|uniprotkb:S2R(gene name synonym)|uniprotkb:Transmembrane protein 97(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:32353859|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491532|imex:IM-27814-53	intact-miscore:0.35
uniprotkb:P0DTD3	uniprotkb:Q12770	intact:EBI-25475917	intact:EBI-6190187|uniprotkb:Q8N2E0|uniprotkb:Q8WUA1	psi-mi:y14_sars2(display_long)|uniprotkb:ORF14(orf name)	psi-mi:scap_human(display_long)|uniprotkb:SCAP(gene name)|psi-mi:SCAP(display_short)|uniprotkb:KIAA0199(gene name synonym)|uniprotkb:PSEC0227(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:32353859|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491532|imex:IM-27814-53	intact-miscore:0.35
uniprotkb:P0DTD3	uniprotkb:P55085	intact:EBI-25475917	intact:EBI-4303189|uniprotkb:Q13317|uniprotkb:Q13346|uniprotkb:Q53XJ8	psi-mi:y14_sars2(display_long)|uniprotkb:ORF14(orf name)	psi-mi:par2_human(display_long)|uniprotkb:F2RL1(gene name)|psi-mi:F2RL1(display_short)|uniprotkb:GPR11(gene name synonym)|uniprotkb:PAR2(gene name synonym)|uniprotkb:Coagulation factor II receptor-like 1(gene name synonym)|uniprotkb:G-protein coupled receptor 11(gene name synonym)|uniprotkb:Thrombin receptor-like 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:32353859|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491532|imex:IM-27814-53	intact-miscore:0.35
uniprotkb:P0DTD3	uniprotkb:P33527	intact:EBI-25475917	intact:EBI-3911547|uniprotkb:O14819|uniprotkb:Q9UQ99|uniprotkb:P78419|uniprotkb:A3RJX2|uniprotkb:Q59GI9|uniprotkb:O43333|uniprotkb:Q9UQ97|uniprotkb:Q9UQA0|uniprotkb:C9JPJ4	psi-mi:y14_sars2(display_long)|uniprotkb:ORF14(orf name)	psi-mi:mrp1_human(display_long)|uniprotkb:ABCC1(gene name)|psi-mi:ABCC1(display_short)|uniprotkb:MRP(gene name synonym)|uniprotkb:MRP1(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 1(gene name synonym)|uniprotkb:"Leukotriene C(4) transporter"(gene name synonym)|uniprotkb:Glutathione-S-conjugate-translocating ATPase ABCC1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:32353859|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491532|imex:IM-27814-53	intact-miscore:0.35
uniprotkb:P0DTD3	uniprotkb:O76024	intact:EBI-25475917	intact:EBI-720609|uniprotkb:Q8N6I3|uniprotkb:Q9UNW6|uniprotkb:B2R797|uniprotkb:D3DVT1	psi-mi:y14_sars2(display_long)|uniprotkb:ORF14(orf name)	psi-mi:wfs1_human(display_long)|uniprotkb:WFS1(gene name)|psi-mi:WFS1(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:32353859|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491532|imex:IM-27814-53	intact-miscore:0.35
uniprotkb:P0DTD3	uniprotkb:O43292	intact:EBI-25475917	intact:EBI-720225|uniprotkb:Q9NSS0|uniprotkb:Q9UQ31	psi-mi:y14_sars2(display_long)|uniprotkb:ORF14(orf name)	psi-mi:gpaa1_human(display_long)|uniprotkb:GAA1 protein homolog(gene name synonym)|uniprotkb:GPAA1(gene name)|psi-mi:GPAA1(display_short)|uniprotkb:GAA1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:32353859|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491532|imex:IM-27814-53	intact-miscore:0.35
uniprotkb:P0DTD3	uniprotkb:O00124	intact:EBI-25475917	intact:EBI-1993850|uniprotkb:Q7Z6F2	psi-mi:y14_sars2(display_long)|uniprotkb:ORF14(orf name)	psi-mi:ubxn8_human(display_long)|uniprotkb:UBXN8(gene name)|psi-mi:UBXN8(display_short)|uniprotkb:D8S2298E(gene name synonym)|uniprotkb:REP8(gene name synonym)|uniprotkb:UBXD6(gene name synonym)|uniprotkb:UBX domain-containing protein 6(gene name synonym)|uniprotkb:Reproduction 8 protein(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:32353859|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491532|imex:IM-27814-53	intact-miscore:0.35
uniprotkb:P59594-PRO_0000037209	intact:EBI-25487389	intact:EBI-25475261	-	psi-mi:p59594-pro_0000037209(display_long)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)|uniprotkb:S(gene name)|psi-mi:S(display_short)	psi-mi:mvp_chlae_protein(display_short)|psi-mi:EBI-25487389(display_long)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2003)	imex:IM-27824|pubmed:14647384	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	taxid:9534(chlae)|taxid:9534(Chlorocebus aethiops)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25487299|imex:IM-27824-1	intact-miscore:0.35
uniprotkb:P59594-PRO_0000037209	intact:EBI-25487391	intact:EBI-25475261	-	psi-mi:p59594-pro_0000037209(display_long)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)|uniprotkb:S(gene name)|psi-mi:S(display_short)	psi-mi:myo1b_chlae_protein(display_short)|psi-mi:EBI-25487391(display_long)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2003)	imex:IM-27824|pubmed:14647384	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	taxid:9534(chlae)|taxid:9534(Chlorocebus aethiops)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25487299|imex:IM-27824-1	intact-miscore:0.35
uniprotkb:P59594-PRO_0000037209	uniprotkb:Q1LZX8	intact:EBI-25475261	intact:EBI-25487316	psi-mi:p59594-pro_0000037209(display_long)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)|uniprotkb:S(gene name)|psi-mi:S(display_short)	psi-mi:q1lzx8_chlae(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2003)	imex:IM-27824|pubmed:14647384	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	taxid:9534(chlae)|taxid:9534(Chlorocebus aethiops)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25487299|imex:IM-27824-1	intact-miscore:0.35
uniprotkb:Q9BYF1	uniprotkb:P59594-PRO_0000037209	intact:EBI-7730807|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0	intact:EBI-25475261	psi-mi:ace2_human(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)|uniprotkb:UNQ868/PRO1885(orf name)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)	psi-mi:p59594-pro_0000037209(display_long)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)|uniprotkb:S(gene name)|psi-mi:S(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2003)	imex:IM-27824|pubmed:14647384	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25487344|imex:IM-27824-3	intact-miscore:0.71
uniprotkb:Q1LZX8	uniprotkb:P59594	intact:EBI-25487316	intact:EBI-15582614|uniprotkb:Q6QU82|uniprotkb:Q7T696|uniprotkb:Q7TA19|uniprotkb:Q7TFA2|uniprotkb:Q7TFB1|uniprotkb:Q80BV6|intact:EBI-16063777	psi-mi:q1lzx8_chlae(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)	psi-mi:spike_cvhsa(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0030"(cross-linking study)	Yu et al. (2016)	pubmed:26801988|imex:IM-27825	taxid:9534(chlae)|taxid:9534(Chlorocebus aethiops)	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25493436|imex:IM-27825-1	intact-miscore:0.46
uniprotkb:Q1LZX8	uniprotkb:P84198	intact:EBI-25487316	intact:EBI-457639|uniprotkb:Q3HWE4	psi-mi:q1lzx8_chlae(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)	psi-mi:vime_chlae(display_long)|uniprotkb:VIM(gene name)|psi-mi:VIM(display_short)	psi-mi:"MI:0030"(cross-linking study)	Yu et al. (2016)	pubmed:26801988|imex:IM-27825	taxid:9534(chlae)|taxid:9534(Chlorocebus aethiops)	taxid:9534(chlae)|taxid:9534(Chlorocebus aethiops)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25493436|imex:IM-27825-1	intact-miscore:0.46
uniprotkb:Q1LZX8	uniprotkb:P84198	intact:EBI-25487316	intact:EBI-457639|uniprotkb:Q3HWE4	psi-mi:q1lzx8_chlae(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)	psi-mi:vime_chlae(display_long)|uniprotkb:VIM(gene name)|psi-mi:VIM(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Yu et al. (2016)	pubmed:26801988|imex:IM-27825	taxid:9534(chlae)|taxid:9534(Chlorocebus aethiops)	taxid:9534(chlae)|taxid:9534(Chlorocebus aethiops)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25493590|imex:IM-27825-3	intact-miscore:0.46
uniprotkb:Q1LZX8	uniprotkb:P59594	intact:EBI-25487316	intact:EBI-15582614|uniprotkb:Q6QU82|uniprotkb:Q7T696|uniprotkb:Q7TA19|uniprotkb:Q7TFA2|uniprotkb:Q7TFB1|uniprotkb:Q80BV6|intact:EBI-16063777	psi-mi:q1lzx8_chlae(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)	psi-mi:spike_cvhsa(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Yu et al. (2016)	pubmed:26801988|imex:IM-27825	taxid:9534(chlae)|taxid:9534(Chlorocebus aethiops)	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25493590|imex:IM-27825-3	intact-miscore:0.46
uniprotkb:P84198	uniprotkb:P59594	intact:EBI-457639|uniprotkb:Q3HWE4	intact:EBI-15582614|uniprotkb:Q6QU82|uniprotkb:Q7T696|uniprotkb:Q7TA19|uniprotkb:Q7TFA2|uniprotkb:Q7TFB1|uniprotkb:Q80BV6|intact:EBI-16063777	psi-mi:vime_chlae(display_long)|uniprotkb:VIM(gene name)|psi-mi:VIM(display_short)	psi-mi:spike_cvhsa(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0047"(far western blotting)	Yu et al. (2016)	pubmed:26801988|imex:IM-27825	taxid:9534(chlae)|taxid:9534(Chlorocebus aethiops)	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25493619|imex:IM-27825-5	intact-miscore:0.46
uniprotkb:P84198	uniprotkb:P59594	intact:EBI-457639|uniprotkb:Q3HWE4	intact:EBI-15582614|uniprotkb:Q6QU82|uniprotkb:Q7T696|uniprotkb:Q7TA19|uniprotkb:Q7TFA2|uniprotkb:Q7TFB1|uniprotkb:Q80BV6|intact:EBI-16063777	psi-mi:vime_chlae(display_long)|uniprotkb:VIM(gene name)|psi-mi:VIM(display_short)	psi-mi:spike_cvhsa(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0663"(confocal microscopy)	Yu et al. (2016)	pubmed:26801988|imex:IM-27825	taxid:9534(chlae)|taxid:9534(Chlorocebus aethiops)	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25493653|imex:IM-27825-7	intact-miscore:0.46
uniprotkb:P59637	uniprotkb:Q64373	intact:EBI-25487741|uniprotkb:Q7TA13|uniprotkb:Q7TFA8	intact:EBI-526361|uniprotkb:O35844|uniprotkb:Q60657|uniprotkb:Q60658|uniprotkb:Q61338	psi-mi:vemp_cvhsa(display_long)|uniprotkb:E(gene name)|psi-mi:E(display_short)|uniprotkb:sM(gene name synonym)|uniprotkb:4(orf name)	psi-mi:b2cl1_mouse(display_long)|uniprotkb:Apoptosis regulator Bcl-X(gene name synonym)|uniprotkb:Bcl2l1(gene name)|psi-mi:Bcl2l1(display_short)|uniprotkb:Bcl2l(gene name synonym)|uniprotkb:Bclx(gene name synonym)	psi-mi:"MI:0096"(pull down)	Yang et al. (2005)	imex:IM-27829|pubmed:16048439	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25487713|imex:IM-27829-1	intact-miscore:0.40
uniprotkb:P59637	uniprotkb:O35843	intact:EBI-25487741|uniprotkb:Q7TA13|uniprotkb:Q7TFA8	intact:EBI-25487771	psi-mi:vemp_cvhsa(display_long)|uniprotkb:E(gene name)|psi-mi:E(display_short)|uniprotkb:sM(gene name synonym)|uniprotkb:4(orf name)	psi-mi:o35843_mouse(display_long)|uniprotkb:Bcl2l1(gene name)|psi-mi:Bcl2l1(display_short)|uniprotkb:Bcl2l(gene name synonym)	psi-mi:"MI:0096"(pull down)	Yang et al. (2005)	imex:IM-27829|pubmed:16048439	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25487763|imex:IM-27829-3	intact-miscore:0.40
uniprotkb:Q64373	uniprotkb:Q07817	intact:EBI-526361|uniprotkb:O35844|uniprotkb:Q60657|uniprotkb:Q60658|uniprotkb:Q61338	intact:EBI-78035|uniprotkb:Q5TE65|uniprotkb:Q92976|uniprotkb:Q5CZ89|uniprotkb:E1P5L6	psi-mi:b2cl1_mouse(display_long)|uniprotkb:Apoptosis regulator Bcl-X(gene name synonym)|uniprotkb:Bcl2l1(gene name)|psi-mi:Bcl2l1(display_short)|uniprotkb:Bcl2l(gene name synonym)|uniprotkb:Bclx(gene name synonym)	psi-mi:b2cl1_human(display_long)|uniprotkb:BCL2L1(gene name)|psi-mi:BCL2L1(display_short)|uniprotkb:BCL2L(gene name synonym)|uniprotkb:BCLX(gene name synonym)|uniprotkb:Apoptosis regulator Bcl-X(gene name synonym)	psi-mi:"MI:0096"(pull down)	Yang et al. (2005)	imex:IM-27829|pubmed:16048439	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25487852|imex:IM-27829-7	intact-miscore:0.40
uniprotkb:Q64373	uniprotkb:P59637	intact:EBI-526361|uniprotkb:O35844|uniprotkb:Q60657|uniprotkb:Q60658|uniprotkb:Q61338	intact:EBI-25487741|uniprotkb:Q7TA13|uniprotkb:Q7TFA8	psi-mi:b2cl1_mouse(display_long)|uniprotkb:Apoptosis regulator Bcl-X(gene name synonym)|uniprotkb:Bcl2l1(gene name)|psi-mi:Bcl2l1(display_short)|uniprotkb:Bcl2l(gene name synonym)|uniprotkb:Bclx(gene name synonym)	psi-mi:vemp_cvhsa(display_long)|uniprotkb:E(gene name)|psi-mi:E(display_short)|uniprotkb:sM(gene name synonym)|uniprotkb:4(orf name)	psi-mi:"MI:0096"(pull down)	Yang et al. (2005)	imex:IM-27829|pubmed:16048439	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25487852|imex:IM-27829-7	intact-miscore:0.40
uniprotkb:P59637	uniprotkb:O35843	intact:EBI-25487741|uniprotkb:Q7TA13|uniprotkb:Q7TFA8	intact:EBI-25487771	psi-mi:vemp_cvhsa(display_long)|uniprotkb:E(gene name)|psi-mi:E(display_short)|uniprotkb:sM(gene name synonym)|uniprotkb:4(orf name)	psi-mi:o35843_mouse(display_long)|uniprotkb:Bcl2l1(gene name)|psi-mi:Bcl2l1(display_short)|uniprotkb:Bcl2l(gene name synonym)	psi-mi:"MI:0096"(pull down)	Yang et al. (2005)	imex:IM-27829|pubmed:16048439	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25487865|imex:IM-27829-9	intact-miscore:0.40
uniprotkb:P59637	uniprotkb:Q07817	intact:EBI-25487741|uniprotkb:Q7TA13|uniprotkb:Q7TFA8	intact:EBI-78035|uniprotkb:Q5TE65|uniprotkb:Q92976|uniprotkb:Q5CZ89|uniprotkb:E1P5L6	psi-mi:vemp_cvhsa(display_long)|uniprotkb:E(gene name)|psi-mi:E(display_short)|uniprotkb:sM(gene name synonym)|uniprotkb:4(orf name)	psi-mi:b2cl1_human(display_long)|uniprotkb:BCL2L1(gene name)|psi-mi:BCL2L1(display_short)|uniprotkb:BCL2L(gene name synonym)|uniprotkb:BCLX(gene name synonym)|uniprotkb:Apoptosis regulator Bcl-X(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Yang et al. (2005)	imex:IM-27829|pubmed:16048439	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25487800|imex:IM-27829-5	intact-miscore:0.40
uniprotkb:P20290	uniprotkb:P0C6X7-PRO_0000037317	intact:EBI-1054687|uniprotkb:Q13893|uniprotkb:Q76M56|uniprotkb:A8K510	intact:EBI-25487277	psi-mi:btf3_human(display_long)|uniprotkb:RNA polymerase B transcription factor 3(gene name synonym)|uniprotkb:BTF3(gene name)|psi-mi:BTF3(display_short)|uniprotkb:NACB(gene name synonym)|uniprotkb:OK/SW-cl.8(orf name)|uniprotkb:Nascent polypeptide-associated complex subunit beta(gene name synonym)	psi-mi:p0c6x7-pro_0000037317(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:"MI:0018"(two hybrid)	Li et al. (2005)	pubmed:16157265|imex:IM-27827	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25487623|imex:IM-27827-3	intact-miscore:0.37
uniprotkb:P03901	uniprotkb:P0C6X7-PRO_0000037317	intact:EBI-347849	intact:EBI-25487277	psi-mi:nu4lm_human(display_long)|uniprotkb:MT-ND4L(gene name)|psi-mi:MT-ND4L(display_short)|uniprotkb:ND4L(gene name synonym)|uniprotkb:MTND4L(gene name synonym)|uniprotkb:NADH4L(gene name synonym)|uniprotkb:NADH dehydrogenase subunit 4L(gene name synonym)	psi-mi:p0c6x7-pro_0000037317(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:"MI:0018"(two hybrid)	Li et al. (2005)	pubmed:16157265|imex:IM-27827	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25487628|imex:IM-27827-5	intact-miscore:0.37
uniprotkb:P00403	uniprotkb:P0C6X7-PRO_0000037317	intact:EBI-2105756|uniprotkb:Q37526	intact:EBI-25487277	psi-mi:cox2_human(display_long)|uniprotkb:MT-CO2(gene name)|psi-mi:MT-CO2(display_short)|uniprotkb:COII(gene name synonym)|uniprotkb:COXII(gene name synonym)|uniprotkb:MTCO2(gene name synonym)|uniprotkb:Cytochrome c oxidase polypeptide II(gene name synonym)|uniprotkb:COX2(gene name synonym)	psi-mi:p0c6x7-pro_0000037317(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:"MI:0018"(two hybrid)	Li et al. (2005)	pubmed:16157265|imex:IM-27827	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:694009(sars-cov)|taxid:694009(Human SARS coronavirus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25487633|imex:IM-27827-7	intact-miscore:0.37
